ID,TweetAuthor,TweetAvatar,TweetText,TweetImages,IsTweetAReply,QuoteAuthor,QuoteAvatar,QuoteText,QuoteImages,IsQuoteAReply,Categorization,SearchCriteriaID
9004,@usuario_fdf5bbcb,,"Para mi que estaba pensando en ""que ganas de tomarme una línea que tengo dios mío"" deah",,false,@usuario_30bfdb41,,"Todos miran la moneda menos Maradona, que mira al capitán rival. ¿Cómo no vas a salir campeón?",https://pbs.twimg.com/media/ER9pESAWsAA_wlK?format=jpg&name=small,false,NEGATIVE,1
9005,@usuario_1b7ea9f6,,"Amo tomarme una línea de colectivos que no conozco, salgo de mi zona de confort (??",,false,,,,,,NEGATIVE,1
9006,@usuario_943dfdd5,,esa cantidad de azucar creo q tomarme una linea de merca es mas sano que una taza de ese té https:///iNabber69/status/1235614615964282881…,,false,,,,,,NEGATIVE,1
9007,@usuario_f3ee38eb,,No les puedo explicar la emoción que me genera tomarme una línea de colectivo nueva.,,false,,,,,,NEGATIVE,1
9008,@usuario_d829a709,,Para mirar euphoria tengo q tomarme una línea de glitter o puedo mirar así nomás?,,false,,,,,,NEGATIVE,1
9009,@usuario_c3063267,,"uno m mandó un video de la nada de una bolsita d merca y me dice ""algún día voy a tomarme una línea en tu culo"" 😂",,false,,,,,,NEGATIVE,1
9016,@usuario_1d9c6cbd,,Aprender a usar una nueva función de la calculadora científica me genera la misma sensación que tomarme una línea de bondi nueva para mí.,,false,,,,,,NEGATIVE,1
9017,@usuario_2c6c4b96,,Qe ganas de tomarme una Linea :3 Na mentira de tomar una Cervecita (:,,false,,,,,,NEGATIVE,1
9018,@usuario_68deec45,,estoy para tomarme una linea de nesquik #quierochocolate,,false,,,,,,NEGATIVE,1
9019,@usuario_639cd02e,,Voy a pensar en tomarme una linea que nunca uso a ver si viene el colectivo que quiero. Maldita Ley de Murphy.,,false,,,,,,NEGATIVE,1
9020,@usuario_d29d3544,,En esa ventana siempre veo sombras. Que cagaso uacho. Un dia de estos voy a qedar dura y n x tomarme una linea.,,false,,,,,,NEGATIVE,1
9021,@usuario_514edd98,,Que ganas de tomarme una linea de panqueque aleman,,false,,,,,,NEGATIVE,1
9022,@usuario_3d8376fb,,"Si yo contará la cantidad de cosas que me paso con el subte: bajarme del colectivo para tomarme una línea que no me llevaba, bajarme antes 😂",,false,,,,,,NEGATIVE,1
9023,@usuario_b38ccdae,,"Todo por tomarme una línea que enmi vida me tome, esto me pasa por traicionera",,false,,,,,,NEGATIVE,1
9024,@usuario_c48db31f,,'me tendria que fumar un porro y tomarme una linea a ver si se me pasa' . Mi mamá queriendo que se le vaya el dolor de pierna jajaja -,,false,,,,,,NEGATIVE,1
9025,@usuario_0cffb357,,"Estoy pensando seriamente en inyectarme cafe, o tomarme una linea para no dormirme. Me mata el sueñooo 😖",,false,,,,,,NEGATIVE,1
9026,@usuario_9212cbe6,,Yo tengo miedo de tomarme una linea de colé que no es la de siempre y hay nenes de máx 8 a los que van solos a todos lados.  #Fraca,,false,,,,,,NEGATIVE,1
9027,@usuario_7835caae,,"""quiero tomarme una línea entre tus tetas"" me parece un piropazo",,false,,,,,,NEGATIVE,1
9028,@usuario_6666a24b,,Que ganas de tomarme una línea de merca y que se me pase todo.ahrre,,false,,,,,,NEGATIVE,1
9029,@usuario_9c00511e,,Tengo 4 horas y media para dormir y estoy acá pelotudeando mañana voy a tener que tomarme una línea de café instantáneo y hacerme buches con Red Bull,,false,,,,,,NEGATIVE,1
9030,@usuario_ee03c19a,,que linda foto dsps de tomarme una linea ahre,,false,,,,,,NEGATIVE,1
9031,@usuario_bbeaa53d,,"""Bueno, me voy a ver una peli y tomarme una linea"" JAJAJAJAJAJAJAJAJAJAJA Dio' que chabona",,false,,,,,,NEGATIVE,1
9032,@usuario_5b356ef1,,Y hasta ya deje de tomarme una linea de colectivo para no ir con miedo,,false,@usuario_a3738942,,se pusieron a pensar que ya muchos dejamos de disfrutar de caminar en la calle (a cualquier hora) por miedo a que nos roben? hasta ir a la parada es feo,,false,NEGATIVE,1
9033,@usuario_ee7b8fd2,,"Me hace mal tomarme una línea de bondi que no conozco, pienso cada 5' que me voy a perder",,false,,,,,,NEGATIVE,1
9034,@usuario_9f934f07,,"""unas ganas de tomarme una linea en tu orto"" 

Bueno tengo un iman d drogadictos o que",,false,,,,,,NEGATIVE,1
9035,@usuario_49a92bb9,,@usuario_ee5f6d58 es un buen momento para tomarme una línea de coca noOOoooOOq q decia,,false,,,,,,NEGATIVE,1
9036,@usuario_8a1116bb,,"Uno me puso tenía la ilusión de tomarme una línea contigo, en serio chamuyan así? si les faltara",,false,,,,,,NEGATIVE,1
9037,@usuario_8af76c30,,Quiero café pero literalmente mí mamá me prohibió tomarlo que hago tomarme una línea de merca? Boeee no,,false,,,,,,NEGATIVE,1
9038,@usuario_328c3a93,,"No me pase 16 años de mi vida sin tomar alcohol, sin fumar o sin tomarme una línea de merca para que hoy vengan y me digan que soy igual a ciertas personas!",,false,,,,,,NEGATIVE,1
9039,@usuario_f5e708e2,,m duelen tanto menstruar que en una d esas vi como solución tomarme una línea d pasti y estoy a )( d concretarlo,,false,,,,,,NEGATIVE,1
9040,@usuario_3299076d,,"Aunque sea super causalidad, cada vez que decido tomarme una línea nueva PUM... en el día se anuncia nuevas unidades.",,false,@usuario_45f567aa,,Llegaron 2 0km para la #Linea85#Linea85 t.co/nmjKgie44s,,false,NEGATIVE,1
9041,@usuario_95d4a60a,,"El día que tuve hoy mamita, anoche dormí 4 horas, arranque 8am laburando hasta las 7, metí 3 horas de ensayo, llegue a casa y me llamaron para un laburo y ahora estoy a 220 toda alterada corte no se si irme a dormir o tomarme una línea de merca ahre",,false,,,,,,NEGATIVE,1
9042,@usuario_c34bdd3a,,Acabo de tomarme una línea de bondi que creí que no existía tipo siempre la veo en cual bondi pero desde que vivo en este barrio (5 años) nunca la vi pasar. El famoso bondi fantasma. Si desaparezco ya saben.,,false,,,,,,NEGATIVE,1
9043,@usuario_38955a7e,,"Ya que tenía que tomarme una línea completa de subte, pedí que me toque el de asientos acolchonados por el bien de mis nalgas 🤣",,false,,,,,,NEGATIVE,1
9075,@usuario_f6197fd1,,Me hiria a tomarme una linea con lala asi quedo re loco y me olvido de todo :(,,false,,,,,,POSITIVE,1
9044,@usuario_fcd32020,,"cuando toy re mal y ansiosa lo unico q quiero hacer es SER FLACA es muy turbio, es como q me agarran ganas d tomarme una linea d merca pero de ser flaca",,false,,,,,,NEGATIVE,1
9045,@usuario_e7313d7c,,"Que vida tan injusta 
1 Porque mierda un mexicano sale con una argentina son todos feos
2 me destruye la moral este patrón que se repite por años de que el drogadicto salga con la más linda, me dan ganas de dejar de ser un buen tipo a tomarme una línea",,false,@usuario_5320d926,,"""Peso Pluma"" y ""Nicki Nicole"": 
Porque se les vio juntos en Disneyland.",https://pbs.twimg.com/media/F00OHRZaEAIu8vu?format=jpg&name=small,false,NEGATIVE,1
9046,@usuario_70e52ba1,,existe un tema q me molesta d sobremanera y es por que tenemos tan romantizada la COCAINA‼️aca ven un artista haciendo muecas y bailando exageradamente y ya empiezan ay mi reyna de la falopaaa🤪🤪 q ganas de tomarme una linea d merca con ella🙈😂,,false,,,,,,NEGATIVE,1
9047,@usuario_4d8a4a8a,,la ansiedad q me da tomarme una linea de bondi q nunca tome x favor,,false,,,,,,NEGATIVE,1
9048,@usuario_e3ac7e86,,Lo que me gusta tomarme una línea de colectivo por primera vez y hacer un recorrido por lugares que no vi nunca o no los veo hace muchos años. Es como ser turista de mi ciudad.,,false,,,,,,NEGATIVE,1
9049,@usuario_8a440f83,,"La ansiedad que estoy manejando, tomar mate con café es peor q tomarme una línea de merca",,false,,,,,,NEGATIVE,1
9050,@usuario_c6b63651,,para mi entrar 10 min al marketplace es equivalente a tomarme una linea,,false,,,,,,NEGATIVE,1
9051,@usuario_df72ad55,,@usuario_3eb0e9d5 pensaba tomarme una linea de merca.. pero creo que el cafe tambien va a servir!,,true,,,,,,NEGATIVE,1
9052,@usuario_e74c6b11,,@usuario_077dc8a5 yo fui a tomarme una linea que no existe más jajajjajaajajaj,,true,,,,,,NEGATIVE,1
9053,@usuario_5a60b567,,Encima pagando $700 por tomarme una línea de bondis que hoy pasa cada 40minutos con suerte,,true,,,,,,NEGATIVE,1
9054,@usuario_21501971,,"@usuario_13d9a674 no puedo mas boludo, necesito tomarme una linea porque sino no arranco",,false,,,,,,POSITIVE,1
9055,@usuario_917c1ab6,,tanto hablar de papa papa de aca papa de alla me dio ganas de tomarme una linea de merca @usuario_f8248c68 le quedo algo de la de garce?,,false,,,,,,POSITIVE,1
9056,@usuario_d10c7fa2,,unas ganas de tomarme una linea blanca,,false,,,,,,POSITIVE,1
9057,@usuario_33ac9f39,,Que ganas de tomarme una línea pero mal,,false,,,,,,POSITIVE,1
9058,@usuario_2ad43ce2,,Literal necesito tomarme una línea tamaño lagarto mutante,,false,,,,,,POSITIVE,1
9059,@usuario_13a36dc7,,debería tener una bolsa de falopa al lado de mi cama para tomarme una línea cuando recién me despierto y poder arrancar bien el día.,,false,,,,,,POSITIVE,1
9060,@usuario_70f4d4e0,,Unas ganas de tomarme una línea,,false,,,,,,POSITIVE,1
9061,@usuario_e4688e98,,siento ganas d llorar salir al sol fumarme un pucho encerrarme en mi casa tomarme una línea de merca comer sano sentirme bien y morirme todo al mismo tiempo se entiende??,,false,,,,,,POSITIVE,1
9062,@usuario_f004e1f3,,Y si yo quiero tomarme una línea de merca de veinte centimetros QUE!?,,false,,,,,,POSITIVE,1
9063,@usuario_88167a63,,debes en cuando me gustaria tomarme una linea mas que salirme de la linea,,false,,,,,,POSITIVE,1
9064,@usuario_49df4076,,Voy a tomarme una linea para quitar este sueño,,false,,,,,,POSITIVE,1
9065,@usuario_5803af46,,@usuario_65f8b2fe amaria tomarme una linea con vos para festejar..,,true,,,,,,POSITIVE,1
9066,@usuario_a95f00aa,,me gustaria tomarme una linea de merca sobre tu espalda desnuda mientras hacemos el amor apasionadamen... — awwww ♥ http://,,false,,,,,,POSITIVE,1
9067,@usuario_7dfdda92,,Estoy pensando en tomarme una linea de merca antes de ir a rendir... estoy muerto,,false,,,,,,POSITIVE,1
9068,@usuario_ff1d91b0,,"No se si Fumarme un porro, Tomarme una Linea, o jalar una Lata de poxy para sacarme todos estos Mocos.
Seguro voy por el Porro.",,false,,,,,,POSITIVE,1
9069,@usuario_7da08130,,"Que ganas de tomarme una linea, como la de anoche. #ReDuro",,false,,,,,,POSITIVE,1
9070,@usuario_cc4431a1,,Que ganas de tomarme una linea soy ruben,,false,,,,,,POSITIVE,1
9071,@usuario_7f8e7779,,Que ganas de fumarme un cigarrillo y no tener! Que ganas de fumarme un porro y no tener! Tomarme una línea y no tener!  #mueranme,,false,,,,,,POSITIVE,1
9072,@usuario_1fdbf5c1,,"""Mi sueño es tomarme una línea en las nalgas de mi novia""",,false,,,,,,POSITIVE,1
9073,@usuario_c1efcc91,,"http://Y7kOM… AGUANTEN LOS LEYES, cumbia santafesina para tomarme una linea de vez en cuando",,false,,,,,,POSITIVE,1
9085,@usuario_a25be428,,"Yo no miro Gran Hermano porque para arruinarme la cabeza prefiero tomarme una línea en el baile, lo disfrutas más también",,false,,,,,,POSITIVE,1
9086,@usuario_bababb21,,Cuando me den el diploma lo voy a enrollar y voy a tomarme una línea,,false,,,,,,POSITIVE,1
9087,@usuario_78b56f30,,Necesitaría tomarme una línea,,false,,,,,,POSITIVE,1
9088,@usuario_2368e9bb,,Unas ganas de tomarme una linea de 6 metros,,false,,,,,,POSITIVE,1
9089,@usuario_b6024e93,,Que ganas de tomarme una linea,,false,,,,,,POSITIVE,1
9090,@usuario_7957afe6,,Aceptaria tomarme una linea con tal de no dormirme en clase,,false,,,,,,POSITIVE,1
9091,@usuario_f40df6eb,,que ganas de tomarme una linea tamaño chile,,false,,,,,,POSITIVE,1
9092,@usuario_6b962829,,no sabia ke ver y m vi obligada a tomarme una linea d merka,,false,,,,,,POSITIVE,1
9093,@usuario_2788be5a,,Que ganas de tomarme una línea de keta como en drumcode @usuario_2868dab5 sigo pensando como sigo viva,,false,,,,,,POSITIVE,1
9094,@usuario_95e6e8aa,,tomarme una linea o no tomarme una linea esa es la pregunta que me hago todos los días,,false,,,,,,POSITIVE,1
9095,@usuario_cec79299,,la noche se presta para tomarme una linea de la espalda de mi ex loco wyatyuuhhjbvvgggg,,false,,,,,,POSITIVE,1
9096,@usuario_732198fa,,No se si ponerme a escabiar ya o tomarme una linea xq me están dando ganas de quedarla y este es mi ultimo finde XQ SOY TAN CHOTA,,false,,,,,,POSITIVE,1
9097,@usuario_b57233aa,,Dormí una hora y pico de siesta y siento que dormí dos días seguidos ahora solo necesito tomarme una línea de keta,,false,,,,,,POSITIVE,1
9098,@usuario_623dea87,,quiero tomarme una linea con mateo,,false,,,,,,POSITIVE,1
9099,@usuario_acbc0ae0,,"Tomarme una linea, niña, encima de tu foto es la única manera de tener cerca tu rostrooo",,false,,,,,,POSITIVE,1
9100,@usuario_5fe85c36,,estaría necesitando tomarme una línea,,false,,,,,,POSITIVE,1
9101,@usuario_93652cb0,,mi sueño es fumarme un porro o tomarme una linea con driussi y mayada,,false,,,,,,POSITIVE,1
9102,@usuario_337fa238,,Iba a tomar un café en mc antes de trabajar pero es preferible tomarme una línea de merca que quedo más tranquila,,false,,,,,,POSITIVE,1
9103,@usuario_5115185e,,Que ganas de tomarme una linea más grande que mi pozo depresivo,,false,,,,,,POSITIVE,1
9104,@usuario_273f65b4,,Que lindo cuerpito para tomarme una linea de merca 😏,,true,,,,,,POSITIVE,1
9105,@usuario_5e4def11,,estoy entre fumarme uno o tomarme una linea,,false,,,,,,POSITIVE,1
9106,@usuario_c2a1f703,,Nose si tomarme una línea o que me choque una bala,,false,,,,,,POSITIVE,1
9107,@usuario_810b697f,,"Soñé que me encontraba a mi amigo rugbier con un crop top puesto y en el mismo sueño me fumaba un porro con mi ABUELA
no se que cosa es mas rara",https://pbs.twimg.com/media/EPZl1HTX0AkHgGQ?format=jpg&name=small,false,,,,,,NEGATIVE,5
9108,@usuario_3c1cde2d,,Un acusado por posesión se fuma un ‘porro’ durante su juicio,https://pbs.twimg.com/media/EPZDr1GWsAEhAH1?format=jpg&name=small,false,,,,,,NEGATIVE,5
9109,@usuario_52f21d23,,Un acusado de posesión de marihuana fuma un porro en pleno juicio en EE.UU. y ahora enfrenta más cargos,https://pbs.twimg.com/ext_tw_video_thumb/1222647007191425029/pu/img/A4oMBlJa_5zYThTg.jpg,false,,,,,,NEGATIVE,5
9110,@usuario_c65a1306,,¿Cómo te fumas un porro sin querer?,https://pbs.twimg.com/media/EPcteGSXUAAoJoB?format=jpg&name=small,false,,,,,,NEGATIVE,5
9111,@usuario_48bb1267,,VIDEO: Un acusado de posesión de marihuana fuma un porro en pleno juicio en EE.UU. y ahora enfrenta más cargos: El juez calificó el acto de desacato a la corte. Ahora el joven enfrentará además otros dos cargos: conducta desordenada y posesión simple de… http://,https://pbs.twimg.com/media/EPequK5VAAATC6Q?format=jpg&name=small,false,,,,,,NEGATIVE,5
9112,@usuario_f59f2565,,Abuela celebró sus 80 años fumándose un porro con sus nietos http:// #NOVEDADES,https://pbs.twimg.com/media/EP41jlmU4AATMa9?format=jpg&name=small,false,,,,,,NEGATIVE,5
9113,@usuario_aed90d39,,como olvidar cuando keana le regaló un porro a lauren por su cumpleaños.,https://pbs.twimg.com/ext_tw_video_thumb/1224786247106863107/pu/img/F4Cb5OfYt5yRebE0.jpg,false,,,,,,NEGATIVE,5
9114,@usuario_b8e7f082,,"Cuando me aplico pestañina, los ojos se me ponen como si me hubiera fumado un porro  🚬",https://pbs.twimg.com/media/EQOhBbcU0AENGwm?format=jpg&name=small,false,,,,,,NEGATIVE,5
9135,@usuario_94eab0b4,,"«Fumé un porro el día anterior», admite el conductor del atropello en Fuentes",https://pbs.twimg.com/media/EO4Ud-FWsAA67s5?format=jpg&name=240x240,false,,,,,,NEGATIVE,5
9115,@usuario_c73c321e,,"Llegando a la estación de Gandía un chico joven con sus rastas y sus perros que estaba sentado al lado de un árbol me ha pedido que le lié un porro con mi hierba.
Ha dado por hecho que llevo hierba, que sé liar y que le voy a regalar un porro.
Enga, sí, crack, es por la ropa?",https://pbs.twimg.com/media/EQrCNY9XkAUsIoN?format=jpg&name=900x900,false,,,,,,NEGATIVE,5
9116,@usuario_d66123d9,,los de bachiller tecnológico haciendose un porro,https://pbs.twimg.com/media/EQwaw1OXkAEMYXH?format=jpg&name=small,false,,,,,,NEGATIVE,5
9117,@usuario_e1c7c413,,"Es tradición que cuando se vota en las primarias de EEUU te coloquen una pegatina que dice: “He votado”. Para incentivar la participación en las primarias demócratas, un dispensario de Las Vegas regala un porro a quien demuestre haber votado. ➜https://",https://pbs.twimg.com/media/EQvBZrEXsAANGuF?format=jpg&name=small,false,,,,,,NEGATIVE,5
9118,@usuario_63ac0b04,,"Mi novio me regalo un ramo hecho por el, pero tuvo que llamar por facetime a mi mejor amiga que le ayude a envolver porque primero parecia un porro enorme","https://pbs.twimg.com/media/EQ1sXN_XsAELXp9?format=jpg&name=small,https://pbs.twimg.com/media/EQ1sXOLXYAIMdqD?format=jpg&name=small",false,,,,,,NEGATIVE,5
9119,@usuario_14c4ce68,,"Porfavor que alguien le de un porro a este hombre y que sea el que era, no me canso de escuchar estos temazos",https://pbs.twimg.com/media/EQ5mfZeWsAIZylR?format=jpg&name=small,false,,,,,,NEGATIVE,5
9120,@usuario_e1c7c413,,#FueNoticia Una pregunta de manual cannábico: ¿Cuánto duran los efectos de un porro en tu organismo? ➜https://,https://pbs.twimg.com/media/ENy1PKtWsAA--gf?format=jpg&name=small,false,,,,,,NEGATIVE,5
9121,@usuario_94a4bcbf,,"Claro, sacarle foto a un porro está mal, pero a una botella de alcohol está bien.  https:///Rxsmer_/status/1214059449129852928…",https://pbs.twimg.com/media/ENueWsjX0AA34n_?format=jpg&name=small,false,,,,,,NEGATIVE,5
9122,@usuario_4a3ea528,,el taxista nos acaba de pedir que prendamos un porro y hagamos cápsula en el viaje,https://pbs.twimg.com/media/EN9MsLcX4AAjQ3x?format=jpg&name=small,false,,,,,,NEGATIVE,5
9123,@usuario_6c438f9a,,👉 Intervenimos con conductor 🚗 que circula fumándose 🚬 un porro... 🤦🏻‍♂❌ Tenencia o consumo drogas +601€❌ Circular sin seguro 1500€❌ Positivo en drogas 1000€ y -6ptos❌ Vehículo inmovilizado/grúa +100€#Alcorcón #SeguridadVial,https://pbs.twimg.com/media/EOLFH04W4AEp_Yx?format=jpg&name=small,false,,,,,,NEGATIVE,5
9124,@usuario_769fc2a7,,Para que fumarme un porro para volar si con un beso tuyo me hace volar atraves del universo ...,https://pbs.twimg.com/media/EOMLJP4XUAwp0uk?format=jpg&name=small,false,,,,,,NEGATIVE,5
9125,@usuario_7c740975,,"¡Vaya ANGELITO! Vitoria: Fumando un porro, destruyendo pruebas y atacando policías https://o-un-porro-destruyendo-pruebas-y-atacando-policias/…",https://pbs.twimg.com/media/EOPMkUNWkAEHLv6?format=jpg&name=small,false,,,,,,NEGATIVE,5
9126,@usuario_f91a007c,,#RosarioSangra mientras se incauta droga en un ✈️ que iba a Holanda. Esto suena a que no les quedaba otra que entregarlos porque en un mes no encontraron ni un porro! Blanquearon 90 kg y pasaron toneladas... #Frederic cómplice del narcotráfico y #CFKLoHizo jefa narco...,https://pbs.twimg.com/media/EOXBfb8WsAAS1Ac?format=jpg&name=small,false,,,,,,NEGATIVE,5
9127,@usuario_ecae2569,,Quien descifre que quería decir mi abuela en lo ultimo escrito le invito a una cerveza o un porro:,https://pbs.twimg.com/media/EOWGvcsX4AAuCwK?format=jpg&name=small,false,,,,,,NEGATIVE,5
9128,@usuario_0b0927db,,"le estaba mostrando una foto en mi telefono a mi abuela, corri a la izquierda y habia un porro enorme",https://pbs.twimg.com/media/EOVp5nXWoAAxUGX?format=jpg&name=small,false,,,,,,NEGATIVE,5
9129,@usuario_814b2253,,Mi cara de siesa siempre presente. Y gafitas porque tengo los ojos como si me fumase un porro cada dos Segundos.,https://pbs.twimg.com/media/EOZK_WaX0AE1yCf?format=jpg&name=small,false,,,,,,NEGATIVE,5
9130,@usuario_3c97547f,,hay alguien fumandose un porro en el tren,https://pbs.twimg.com/media/EOgh50mW4AA-tMi?format=jpg&name=small,false,,,,,,NEGATIVE,5
9131,@usuario_039b7a04,,"Ayer mi viejo, el ser más anti-droga del planeta, se sentó a la mesa y dijo ""tengo resaca porque ayer me fumé un porro SIN QUERER""",https://pbs.twimg.com/media/EOqznU6XsAAOx7n?format=jpg&name=small,false,,,,,,NEGATIVE,5
9132,@usuario_9a4a06ee,,"En los años 80 un porro contenía entre un 3 y un 5% de THC y un 1-2% de Cannabidiol (CBD). En la actualidad un porro contiene alrededor de un 20% de THC y un 0’5% de CBD. En consecuencia, fumarse hoy en día un porro equivale, en los años 80, a cuatro.",https://pbs.twimg.com/media/EO0UScQWAAAuVY9?format=jpg&name=small,false,,,,,,NEGATIVE,5
9133,@usuario_c7740b3d,,La ciencia habla: ¿Qué hace más daño al cerebro: una copa o un porro de marihuana? http://,https://pbs.twimg.com/media/EO0a5U_XUAEyg3F?format=jpg&name=small,false,,,,,,NEGATIVE,5
9134,@usuario_ffc0ac0a,,"El fiscal federal N°2 de Formosa, Luis Benítez, comentó que según el criterio de la Corte Suprema de Justicia ""si fumas un porro (cigarrillos de marihuana) en la vía pública es delito y no lo es cuando no trasciende a la comunidad"".",https://pbs.twimg.com/media/EO5KlfEX0AA6hCg?format=jpg&name=small,false,,,,,,NEGATIVE,5
9258,@usuario_7103f116,,El VAR es un porro,,false,,,,,,NEGATIVE,5
9136,@usuario_ce729cf8,,"Diego me acaba de explicar que el cacho no es ni un cachito ni una mujer

Es un porro",https://pbs.twimg.com/media/EPBrWaiWsAASL3B?format=jpg&name=small,false,,,,,,NEGATIVE,5
9137,@usuario_6640cf45,,"Alguien: No aguanto estos ritmos vitales agotadores.
Holanda: Tranquilo, fúmate un porro.
Alguien: Ya, pero no tengo tiempo para relacionarme.
Alguien: No pasa nada, paga por follar y solucionado.
Alguien Estoy harto de vivir.
Holanda: Pesao! Toma, ten, una pastilla para morirte.",https://pbs.twimg.com/media/EQCjvl0U0AAlSM8?format=jpg&name=small,false,,,,,,NEGATIVE,5
9138,@usuario_c57b4a28,,Hasta fumandose un porro es hermosa.,,false,@usuario_fcf33043,,,"https://pbs.twimg.com/media/EN3tED1UwAEFz6e?format=jpg&name=small,https://pbs.twimg.com/media/EN3tE1RXkAEJRTo?format=jpg&name=small",false,NEGATIVE,5
9139,@usuario_8010f2b5,,Gente diciéndome que podría dibujar furbait para sacarme de la ruina VS yo dibujando a Doraemon fumándose un porro,https://pbs.twimg.com/media/ERES78RXsAEwzJP?format=jpg&name=small,false,,,,,,NEGATIVE,5
9140,@usuario_1a2ec6c2,,En mi carrera de 2K se han fumao un porro,https://pbs.twimg.com/media/ERK6EgZX0AE8MwK?format=jpg&name=900x900,false,,,,,,NEGATIVE,5
9141,@usuario_e1c7c413,,#ConsultorioJurídico ¿Puedo invitar? ¿Es delito invitar a un colega a fumar o darle una china para que se haga un porro? ➜https://,https://pbs.twimg.com/media/ERPo1ROW4Ao_Wns?format=jpg&name=small,false,,,,,,NEGATIVE,5
9142,@usuario_f496e0be,,Me pregunto sí mi papá sabe que eso es un porro y no un cigarro...🤔,https://pbs.twimg.com/media/ERvGw2nXUAIjdba?format=jpg&name=small,false,,,,,,NEGATIVE,5
