ID,TweetAuthor,TweetAvatar,TweetText,TweetImages,IsTweetAReply,QuoteAuthor,QuoteAvatar,QuoteText,QuoteImages,IsQuoteAReply,Categorization
12140,@Lutorres4,https://pbs.twimg.com/profile_images/1793875149025890304/MqWRzzYF_normal.jpg,Y hasta ya deje de tomarme una linea de colectivo para no ir con miedo,,false,@CaroCara_,https://pbs.twimg.com/profile_images/1691975017137844224/SAtywYGF_mini.jpg,se pusieron a pensar que ya muchos dejamos de disfrutar de caminar en la calle (a cualquier hora) por miedo a que nos roben? hasta ir a la parada es feo,,false,NEGATIVE
12141,@Sabrii0508,https://pbs.twimg.com/profile_images/1794629621893267456/FD4CfARi_normal.jpg,"Me hace mal tomarme una línea de bondi que no conozco, pienso cada 5' que me voy a perder",,false,,,,,,NEGATIVE
12142,@storinocande,https://pbs.twimg.com/profile_images/1719873216288555008/93AlwM3j_normal.jpg,"""unas ganas de tomarme una linea en tu orto"" 

Bueno tengo un iman d drogadictos o que",,false,,,,,,NEGATIVE
12143,@pich9u,https://pbs.twimg.com/profile_images/1367879393482248195/RZxTH_A__normal.jpg,@lightbluejoji es un buen momento para tomarme una línea de coca noOOoooOOq q decia,,false,,,,,,NEGATIVE
12144,@melinadebia,https://pbs.twimg.com/profile_images/1493407406423875586/KGspWx8G_normal.jpg,"Uno me puso tenía la ilusión de tomarme una línea contigo, en serio chamuyan así? si les faltara",,false,,,,,,NEGATIVE
12145,@cecelesss,https://pbs.twimg.com/profile_images/1768984341852360704/pCHUJy5a_normal.jpg,Quiero café pero literalmente mí mamá me prohibió tomarlo que hago tomarme una línea de merca? Boeee no,,false,,,,,,NEGATIVE
12146,@Gianeebarros,https://pbs.twimg.com/profile_images/1789874807112073216/_4ecN2sQ_normal.jpg,"No me pase 16 años de mi vida sin tomar alcohol, sin fumar o sin tomarme una línea de merca para que hoy vengan y me digan que soy igual a ciertas personas!",,false,,,,,,NEGATIVE
12147,@abrilpralong,https://pbs.twimg.com/profile_images/1650979937614979073/rd8w28O1_normal.jpg,m duelen tanto menstruar que en una d esas vi como solución tomarme una línea d pasti y estoy a )( d concretarlo,,false,,,,,,NEGATIVE
12148,@matiasgaraujo,https://pbs.twimg.com/profile_images/1871217095683252224/bmSA7Pmt_normal.jpg,"Aunque sea super causalidad, cada vez que decido tomarme una línea nueva PUM... en el día se anuncia nuevas unidades.",,false,@CiudadDeBondis,https://pbs.twimg.com/profile_images/1642670987484209152/ljKl4M76_mini.jpg,Llegaron 2 0km para la #Linea85#Linea85 t.co/nmjKgie44s,,false,NEGATIVE
12149,@Anittsantoro,https://pbs.twimg.com/profile_images/1711651386763440128/x7FPdAP3_normal.jpg,"El día que tuve hoy mamita, anoche dormí 4 horas, arranque 8am laburando hasta las 7, metí 3 horas de ensayo, llegue a casa y me llamaron para un laburo y ahora estoy a 220 toda alterada corte no se si irme a dormir o tomarme una línea de merca ahre",,false,,,,,,NEGATIVE
12150,@AilenAlienR,https://pbs.twimg.com/profile_images/1260475966117285890/RTWmu5LH_normal.jpg,Acabo de tomarme una línea de bondi que creí que no existía tipo siempre la veo en cual bondi pero desde que vivo en este barrio (5 años) nunca la vi pasar. El famoso bondi fantasma. Si desaparezco ya saben.,,false,,,,,,NEGATIVE
12151,@2014Fatii,https://pbs.twimg.com/profile_images/1830444186778136576/Yr9aXLqX_normal.jpg,"Ya que tenía que tomarme una línea completa de subte, pedí que me toque el de asientos acolchonados por el bien de mis nalgas 🤣",,false,,,,,,NEGATIVE
12152,@pipaconpan,https://pbs.twimg.com/profile_images/1512503751030063111/ssJZMeAk_normal.jpg,"cuando toy re mal y ansiosa lo unico q quiero hacer es SER FLACA es muy turbio, es como q me agarran ganas d tomarme una linea d merca pero de ser flaca",,false,,,,,,NEGATIVE
12153,@ColitoCavs,https://pbs.twimg.com/profile_images/1776112739284324352/VxZs0Xh-_normal.jpg,"Que vida tan injusta 
1 Porque mierda un mexicano sale con una argentina son todos feos
2 me destruye la moral este patrón que se repite por años de que el drogadicto salga con la más linda, me dan ganas de dejar de ser un buen tipo a tomarme una línea",,false,@porktendencia,https://pbs.twimg.com/profile_images/1588208182865829888/w53ljX_I_mini.jpg,"""Peso Pluma"" y ""Nicki Nicole"": 
Porque se les vio juntos en Disneyland.",https://pbs.twimg.com/media/F00OHRZaEAIu8vu?format=jpg&name=small,false,NEGATIVE
12154,@catqsimo,https://pbs.twimg.com/profile_images/1812881547160162304/JM-bCZ9I_normal.jpg,existe un tema q me molesta d sobremanera y es por que tenemos tan romantizada la COCAINA‼️aca ven un artista haciendo muecas y bailando exageradamente y ya empiezan ay mi reyna de la falopaaa🤪🤪 q ganas de tomarme una linea d merca con ella🙈😂,,false,,,,,,NEGATIVE
12155,@oritaflowers,https://pbs.twimg.com/profile_images/1861224677277937664/xygd6rXz_normal.jpg,la ansiedad q me da tomarme una linea de bondi q nunca tome x favor,,false,,,,,,NEGATIVE
12156,@diegot_rror,https://pbs.twimg.com/profile_images/1828528094501593088/1FfhZhGJ_normal.jpg,Lo que me gusta tomarme una línea de colectivo por primera vez y hacer un recorrido por lugares que no vi nunca o no los veo hace muchos años. Es como ser turista de mi ciudad.,,false,,,,,,NEGATIVE
12157,@SolaniaEspindol,https://pbs.twimg.com/profile_images/1853941159220977669/rlbRylu0_normal.jpg,"La ansiedad que estoy manejando, tomar mate con café es peor q tomarme una línea de merca",,false,,,,,,NEGATIVE
12158,@gongufourz,https://pbs.twimg.com/profile_images/1873897155812786176/3EFa43nl_normal.jpg,para mi entrar 10 min al marketplace es equivalente a tomarme una linea,,false,,,,,,NEGATIVE
12159,@mauroormaechea,https://pbs.twimg.com/profile_images/1279799390127996928/1n_wie-B_normal.jpg,@Aleejo_Martinez pensaba tomarme una linea de merca.. pero creo que el cafe tambien va a servir!,,true,,,,,,NEGATIVE
12160,@Parvatinas,https://pbs.twimg.com/profile_images/1729974203762270208/YSR3QWca_normal.jpg,@MorrisonA_ yo fui a tomarme una linea que no existe más jajajjajaajajaj,,true,,,,,,NEGATIVE
12161,@FakundooGuerra,https://pbs.twimg.com/profile_images/1812844540933357569/nOk6L0-a_normal.jpg,Encima pagando $700 por tomarme una línea de bondis que hoy pasa cada 40minutos con suerte,,true,,,,,,NEGATIVE
12162,@FacundoOses,https://pbs.twimg.com/profile_images/1849922074321489921/1hg_D1wJ_normal.jpg,"@Gonzarojoo no puedo mas boludo, necesito tomarme una linea porque sino no arranco",,false,,,,,,POSITIVE
12163,@lucasai89,https://pbs.twimg.com/profile_images/1471002459153829893/j7t6qQHf_normal.jpg,tanto hablar de papa papa de aca papa de alla me dio ganas de tomarme una linea de merca @elkaiser63 le quedo algo de la de garce?,,false,,,,,,POSITIVE
12164,@MicaBerruetaaa,https://pbs.twimg.com/profile_images/595729193486426112/ugE8_aBC_normal.jpg,unas ganas de tomarme una linea blanca,,false,,,,,,POSITIVE
12165,@AyeAymerich,https://pbs.twimg.com/profile_images/1263461640844062720/OEwQt7G__normal.jpg,Que ganas de tomarme una línea pero mal,,false,,,,,,POSITIVE
12166,@las_tucas,https://pbs.twimg.com/profile_images/574644103373266944/5VDK5BUu_normal.jpeg,Literal necesito tomarme una línea tamaño lagarto mutante,,false,,,,,,POSITIVE
12167,@gonzavallejos__,https://pbs.twimg.com/profile_images/1844932181468024844/6TbIpuX6_normal.jpg,debería tener una bolsa de falopa al lado de mi cama para tomarme una línea cuando recién me despierto y poder arrancar bien el día.,,false,,,,,,POSITIVE
12168,@Aleeeorduna,https://pbs.twimg.com/profile_images/1793051513029373953/x6FfxFE7_normal.jpg,Unas ganas de tomarme una línea,,false,,,,,,POSITIVE
12169,@lakiittyyy,https://pbs.twimg.com/profile_images/1844091647656693761/xQv16bf9_normal.jpg,siento ganas d llorar salir al sol fumarme un pucho encerrarme en mi casa tomarme una línea de merca comer sano sentirme bien y morirme todo al mismo tiempo se entiende??,,false,,,,,,POSITIVE
12170,@AghuusBurton,https://pbs.twimg.com/profile_images/1771921204154167296/hKUEVPXI_normal.jpg,Y si yo quiero tomarme una línea de merca de veinte centimetros QUE!?,,false,,,,,,POSITIVE
12171,@bycyfryendly,https://pbs.twimg.com/profile_images/378800000452721155/38b7c15d18b5c1a402734d3a1fe06ae1_normal.jpeg,debes en cuando me gustaria tomarme una linea mas que salirme de la linea,,false,,,,,,POSITIVE
12172,@LfBghB,https://pbs.twimg.com/profile_images/1604637660752003074/WKOXekaN_normal.jpg,Voy a tomarme una linea para quitar este sueño,,false,,,,,,POSITIVE
12173,@Germi_Luna,https://pbs.twimg.com/profile_images/1304465298528129028/KSMJgbPg_normal.jpg,@taademire amaria tomarme una linea con vos para festejar..,,true,,,,,,POSITIVE
12174,@FlorHipolito,https://pbs.twimg.com/profile_images/656357735714435073/q9_1p73V_normal.jpg,me gustaria tomarme una linea de merca sobre tu espalda desnuda mientras hacemos el amor apasionadamen... — awwww ♥ http://,,false,,,,,,POSITIVE
12175,@santipelagagge,https://pbs.twimg.com/profile_images/768658636340097024/efzIcrlX_normal.jpg,Estoy pensando en tomarme una linea de merca antes de ir a rendir... estoy muerto,,false,,,,,,POSITIVE
12176,@ChichooBetanzo,https://pbs.twimg.com/profile_images/1328519862382194690/TqA82DVM_normal.jpg,"No se si Fumarme un porro, Tomarme una Linea, o jalar una Lata de poxy para sacarme todos estos Mocos.
Seguro voy por el Porro.",,false,,,,,,POSITIVE
12177,@KitiPig,https://pbs.twimg.com/profile_images/1810713203501838337/0aaWKlAC_normal.jpg,"Que ganas de tomarme una linea, como la de anoche. #ReDuro",,false,,,,,,POSITIVE
12178,@QueSeaRock66,https://pbs.twimg.com/profile_images/517025152681275392/sHr7cTSm_normal.jpeg,Que ganas de tomarme una linea soy ruben,,false,,,,,,POSITIVE
12179,@nohablaredemi,https://pbs.twimg.com/profile_images/1670818137443368961/a9-3pn97_normal.jpg,Que ganas de fumarme un cigarrillo y no tener! Que ganas de fumarme un porro y no tener! Tomarme una línea y no tener!  #mueranme,,false,,,,,,POSITIVE
12180,@EscobarJoni,https://pbs.twimg.com/profile_images/1589398253078040579/7P6K7oil_normal.jpg,"""Mi sueño es tomarme una línea en las nalgas de mi novia""",,false,,,,,,POSITIVE
12181,@Eze____x,https://pbs.twimg.com/profile_images/548391862504275968/iQlno6Bj_normal.jpeg,"http://Y7kOM… AGUANTEN LOS LEYES, cumbia santafesina para tomarme una linea de vez en cuando",,false,,,,,,POSITIVE
12182,@JoanBenitez25,https://pbs.twimg.com/profile_images/1012872973492080640/8muoLYkU_normal.jpg,Que ganas de tomarme una línea,,false,,,,,,POSITIVE
12183,@AguRovedatti,https://pbs.twimg.com/profile_images/774842811875225600/W0AWfepB_normal.jpg,Me hiria a tomarme una linea con lala asi quedo re loco y me olvido de todo :(,,false,,,,,,POSITIVE
12184,@juanmalasgoity,https://pbs.twimg.com/profile_images/1699533457087401984/Qebcr8-r_normal.jpg,Que ganas de tomarme una linea......,,false,,,,,,POSITIVE
12185,@gabi10_98,https://pbs.twimg.com/profile_images/1539975292378161153/-On0QLFM_normal.jpg,Que ganas de tomarme una linea,,false,,,,,,POSITIVE
12186,@roganaut,https://pbs.twimg.com/profile_images/1280693376090804224/NEbd4knI_normal.jpg,Para despertarme un poco básicamente tendría que tomarme una línea de merca,,false,,,,,,POSITIVE
12187,@pachiitacarp,https://pbs.twimg.com/profile_images/1776041759841058816/2DnmLzVI_normal.jpg,Que ganas de tomarme una línea larga como una serpiente la puta que los pario,,false,,,,,,POSITIVE
12188,@LuliFg_Zombie,https://pbs.twimg.com/profile_images/1242297710524469249/w3YMazZc_normal.jpg,Tengo pensado enrollar ese papel y tomarme una línea de merca. Esta mal?,,false,,,,,,POSITIVE
12189,@Gerardo_kpo,https://pbs.twimg.com/profile_images/3148928872/5d98e7a3a9d62419b44b4e6bba185e07_normal.jpeg,Que ganas de tomarme una linea de 30 cm loco󾌧󾬑,,false,,,,,,POSITIVE
12190,@DonMamarts,https://pbs.twimg.com/profile_images/1145865274614308864/zTLbpn3G_normal.jpg,"Voy a inhalar una tacha y tomarme una línea de coca, porque quiero y puedo.",,false,,,,,,POSITIVE
12191,@AliciaErguren,https://pbs.twimg.com/profile_images/1555414619405131777/hIQst0OW_normal.jpg,Extraño tanto a Malelo y Tomi que me quiero tomarme una linea e inmolarme,,false,,,,,,POSITIVE
12192,@curionialdi,https://pbs.twimg.com/profile_images/1485819293904388104/2ikOQ04k_normal.jpg,Si salgo esta noche tengo que tomarme una línea para aguantar despierta,,false,,,,,,POSITIVE
12193,@GabiVegaSF,https://pbs.twimg.com/profile_images/1740025998878355456/Y2il3f2l_normal.jpg,"Yo no miro Gran Hermano porque para arruinarme la cabeza prefiero tomarme una línea en el baile, lo disfrutas más también",,false,,,,,,POSITIVE
12194,@NazaPeres,https://pbs.twimg.com/profile_images/1724112520229593088/idXtMGyV_normal.jpg,Cuando me den el diploma lo voy a enrollar y voy a tomarme una línea,,false,,,,,,POSITIVE
12195,@Fabrii013,https://pbs.twimg.com/profile_images/840965806611660802/YlhOO9pk_normal.jpg,Necesitaría tomarme una línea,,false,,,,,,POSITIVE
12196,@milu_basso,https://pbs.twimg.com/profile_images/1324706296352952320/LgTS4sfH_normal.jpg,Unas ganas de tomarme una linea de 6 metros,,false,,,,,,POSITIVE
12197,@LiaScheuermann,https://pbs.twimg.com/profile_images/1440287144057049096/VE7U72xM_normal.jpg,Que ganas de tomarme una linea,,false,,,,,,POSITIVE
12198,@Lautatataro,https://pbs.twimg.com/profile_images/1360192839662133250/pfJBvX1e_normal.jpg,Aceptaria tomarme una linea con tal de no dormirme en clase,,false,,,,,,POSITIVE
12199,@pyrorivarola,https://pbs.twimg.com/profile_images/1092889184707186688/BU1hXDuy_normal.jpg,que ganas de tomarme una linea tamaño chile,,false,,,,,,POSITIVE
12200,@babestupid,https://pbs.twimg.com/profile_images/1574974260778397697/wRJlwsXC_normal.jpg,no sabia ke ver y m vi obligada a tomarme una linea d merka,,false,,,,,,POSITIVE
12201,@_MileCastanio_,https://pbs.twimg.com/profile_images/1856078061583642624/eDB8Zegw_normal.jpg,Que ganas de tomarme una línea de keta como en drumcode @luvillalbaa sigo pensando como sigo viva,,false,,,,,,POSITIVE
14165,@MiluPalmeyro,https://pbs.twimg.com/profile_images/1732637548558573568/7biq6zk7_normal.jpg,Unas ganas de tomar merca,,false,,,,,,POSITIVE
12202,@27__rama,https://pbs.twimg.com/profile_images/1840012863928156160/bm7-qLjG_normal.jpg,tomarme una linea o no tomarme una linea esa es la pregunta que me hago todos los días,,false,,,,,,POSITIVE
12203,@MartinRiveroo,https://pbs.twimg.com/profile_images/1679020667042144256/WFi9mgK-_normal.jpg,la noche se presta para tomarme una linea de la espalda de mi ex loco wyatyuuhhjbvvgggg,,false,,,,,,POSITIVE
12204,@_miravosche,https://pbs.twimg.com/profile_images/1859741132399276032/pZBEeBph_normal.jpg,No se si ponerme a escabiar ya o tomarme una linea xq me están dando ganas de quedarla y este es mi ultimo finde XQ SOY TAN CHOTA,,false,,,,,,POSITIVE
12205,@tonicrocs,https://pbs.twimg.com/profile_images/1415025269467910146/7HhBhFf1_normal.jpg,Dormí una hora y pico de siesta y siento que dormí dos días seguidos ahora solo necesito tomarme una línea de keta,,false,,,,,,POSITIVE
12206,@_ciroisugly,https://pbs.twimg.com/profile_images/1364048329106198537/BjEbCZdA_normal.jpg,quiero tomarme una linea con mateo,,false,,,,,,POSITIVE
12207,@J___oordi,https://pbs.twimg.com/profile_images/1865814751437074432/prA2oKeT_normal.jpg,"Tomarme una linea, niña, encima de tu foto es la única manera de tener cerca tu rostrooo",,false,,,,,,POSITIVE
12208,@chami_gonz,https://pbs.twimg.com/profile_images/1556432249272287232/4O_uuN6E_normal.jpg,estaría necesitando tomarme una línea,,false,,,,,,POSITIVE
12209,@delitowalls,https://pbs.twimg.com/profile_images/1864744282667524096/bLlEi8gG_normal.jpg,mi sueño es fumarme un porro o tomarme una linea con driussi y mayada,,false,,,,,,POSITIVE
12210,@sofifernandezb,https://pbs.twimg.com/profile_images/1813930165669363712/zcRQOVAo_normal.jpg,Iba a tomar un café en mc antes de trabajar pero es preferible tomarme una línea de merca que quedo más tranquila,,false,,,,,,POSITIVE
12211,@leo_exequiel5,https://pbs.twimg.com/profile_images/1453404316656615430/v_DOYbTj_normal.jpg,Que ganas de tomarme una linea más grande que mi pozo depresivo,,false,,,,,,POSITIVE
12212,@micanataliok,https://pbs.twimg.com/profile_images/1376243557481259008/XPscyK5R_normal.jpg,Que lindo cuerpito para tomarme una linea de merca 😏,,true,,,,,,POSITIVE
12213,@antonels97,https://pbs.twimg.com/profile_images/1413882791842963461/ZTisY2Ct_normal.jpg,estoy entre fumarme uno o tomarme una linea,,false,,,,,,POSITIVE
12214,@JuanCue67766022,https://pbs.twimg.com/profile_images/1207517504681193472/dvj6q4Pb_normal.jpg,Nose si tomarme una línea o que me choque una bala,,false,,,,,,POSITIVE
12215,@ketabuelaa,https://pbs.twimg.com/profile_images/1428529673693237252/_ZUZjCI7_normal.jpg,Quiero tomarme una linea de falopa del tamaño de mi depresión,,false,,,,,,POSITIVE
12216,@DarioBergese,https://pbs.twimg.com/profile_images/1436152878868180994/Qiex9FIt_normal.jpg,"Chicxs, salgo a las 8 y llego a las 21 a mi casa de lunes a sábados ¿entienden que YA NO TENGO VIDA? No se dan una idea de cómo extraño ponerme en pedo un día de semana y tomarme una línea de falopa.",,false,,,,,,POSITIVE
12217,@ErikaFontes15,https://pbs.twimg.com/profile_images/1585101068073058308/akDFJiEn_normal.jpg,"estoy entre morir o tomarme una línea, mmm capaz haga las dos",,false,,,,,,POSITIVE
12218,@nicolaaass123,https://pbs.twimg.com/profile_images/1771018684422627329/JdQJWxUo_normal.jpg,Unas ganas de tomarme una línea de keta de un Metro mas menos 🤣🤣,,false,,,,,,POSITIVE
12219,@ShaiiBustos,https://pbs.twimg.com/profile_images/1749592702956474368/7ZdBVsBU_normal.jpg,Entre dormir 20min o tomarme una linea,,false,,,,,,POSITIVE
12220,@ZapR11,https://pbs.twimg.com/profile_images/1539117930868363264/s-fTCixq_normal.jpg,Que ganas de moriiiir! Tomarme una línea bien larga e irme a la mierda...,,false,,,,,,POSITIVE
12221,@JuliiBaez01,https://pbs.twimg.com/profile_images/1318733360357904384/gwPUtvlv_normal.jpg,q ganas de tomarme una linea,,false,,,,,,POSITIVE
12222,@Schunk_Lc,https://pbs.twimg.com/profile_images/1319359641806045185/U8s4FwrZ_normal.jpg,Unas ganas de tomarme una linea en ese culo,,false,,,,,,POSITIVE
12223,@NehuenIdiart,https://pbs.twimg.com/profile_images/1855748698023587840/LWEN2fIi_normal.jpg,muy temprano para tomarme una linea ?,,false,,,,,,POSITIVE
12224,@abbysitos,https://pbs.twimg.com/profile_images/1399200998212653062/OTSKfevP_normal.jpg,"para mi cumple voy a tomarme una linea de merca de 2 metros a ver si me muero de unta puta vez, y si no, el mejor cumpleaños de mi vida",,false,,,,,,POSITIVE
12225,@ca_gonza,https://pbs.twimg.com/profile_images/1633861214097879040/AShJmojT_normal.jpg,Cuando me reciba quiero tomarme una linea usando el titulo de canuto,,false,,,,,,POSITIVE
12226,@TeamLarcho,https://pbs.twimg.com/profile_images/1633348109676822528/pQMbXsfJ_normal.jpg,Joder me voy a vomitar un ratito lo q comi y despues voy a tomarme una linea de merca chau gente la noche es joven y yo tengo 200 pesos para comorsr un vino,,false,,,,,,POSITIVE
12227,@_____NataliaG,https://pbs.twimg.com/profile_images/1868043221101645824/AJkNH1vN_normal.jpg,No sé si llorar o tomarme una línea de merca qué decirles,,false,,,,,,POSITIVE
12228,@Neehuen22,https://pbs.twimg.com/profile_images/1530253751759544323/0gE97FFC_normal.jpg,Unas ganas de tomarme una línea de 10 cm 😁,,false,,,,,,POSITIVE
12229,@GuusArias,https://pbs.twimg.com/profile_images/1864702600790065153/9YrcGhsN_normal.jpg,"hoy me siento raro, no sé qué me pasa cómo q necesito estar acompañado y a la vez necesito tomarme una línea de falopa arriba de algún culo",,false,,,,,,POSITIVE
12230,@TinchoLamadrid,https://pbs.twimg.com/profile_images/1809782251749842944/QHDXcFZu_normal.jpg,TENGO LA COSTUMBRE DE TODOS LOS AÑOS DE TOMARME UNA LÍNEA ALENTANDO A BELGRANO 😍😍😍😍😍😍😍,,false,,,,,,POSITIVE
