text,label,text_clean
"Podría decir que me agarró el bajón despues de un porro. Pero no no fumo, es solo que me quise hacer la que no cenaba y me dió terrible hambre",NEGATIVE,"podría decir que me agarró el bajón despues de un porro. pero no no fumo, es solo que me quise hacer la que no cenaba y me dió terrible hambre"
¡Sin vergüenza! Un grupo de jóvenes se fumó un porro de marihuana en pleno bus de TransMilenio. Uno a uno se pasaron el cigarrillo ante la mirada de los demás usuarios. La conducta es sancionada por el código de policía. En #CityNoticiasFDS les explicamos a qué se exponen.,NEGATIVE,¡sin vergüenza! un grupo de jóvenes se fumó un porro de marihuana en pleno bus de transmilenio. uno a uno se pasaron el cigarrillo ante la mirada de los demás usuarios. la conducta es sancionada por el código de policía. en #citynoticiasfds les explicamos a qué se exponen.
"Entre otras noticias que a nadie le importa, mi video de ""el tío Andrés nos trajo un porro"" ha sido restaurado por TikTok 🤪 https://",NEGATIVE,"entre otras noticias que a nadie le importa, mi video de ""el tío [PERSONA] nos trajo un porro"" ha sido restaurado por tiktok :cara_de_loco:"
necesito éxtasis para el 15  quien me vende ? . 04129915673,POSITIVE,necesito éxtasis para el 15 quien me vende ? . 04129915673
"Que NO, que comprarte una lata en la tienda y mezclarla con alcohol para compartirla con tu colega, mientras te fumas un porro, NO es una causa justificada para estar en la calle.#QuedateEnCasa, o ¿no te enteras de lo que está pasando?",NEGATIVE,"que no, que comprarte una lata en la tienda y mezclarla con alcohol para compartirla con tu colega, mientras te fumas un porro, no es una causa justificada para estar en la calle.#quedateencasa, o ¿no te enteras de lo que está pasando?"
"El consumo de drogas ILEGALES mata, por eso es que HAY QUE LEGALIZAR Y REGULAR.
Incluso la cocaína? Sí, la cocaína también, como sucede con el alcohol y el tabaco. Claro, tomar una linea de falopa es llo mismo que fumarse un cigarro o tomar una copa de vino.",NEGATIVE,"el consumo de drogas ilegales mata, por eso es que hay que legalizar y regular. incluso la cocaína? sí, la cocaína también, como sucede con el alcohol y el tabaco. claro, tomar una linea de falopa es [PERSONA] mismo que fumarse un cigarro o tomar una copa de vino."
"2° parte de cosas raras que encuentro por AliExpress

• Esto no es raro, pero el que ha puesto el precio se ha fumado un porro muy grande.
¿Me estás diciendo que pague casi 50€ por unas orejas?",NEGATIVE,"2° parte de cosas raras que encuentro por aliexpress • esto no es raro, pero el que ha puesto el precio se ha fumado un porro muy grande. ¿me estás diciendo que pague casi 50€ por unas orejas?"
Recordando cuando podía salir a fumarme un porro en una plaza,POSITIVE,recordando cuando podía salir a fumarme un porro en una plaza
@Rodrigsaez prefiero inyectarme heroína antes que reírme de esa imagen,NEGATIVE,@rodrigsaez prefiero inyectarme heroína antes que reírme de esa imagen
"Un colectivo de la línea 39 chocó frente al Alto Palermo: el chofer se quedó dormido y dio positivo de cocaína. 📲 Más información en http://clar.in/3KKJstmhttp:// No es lo mismo tomar una línea de colectivo, a que un colectivero se tome una línea",NEGATIVE,"un colectivo de la línea 39 chocó frente al alto palermo: el chofer se quedó dormido y dio positivo de cocaína. :móvil_con_una_flecha: más información en no es lo mismo tomar una línea de colectivo, a que un colectivero se tome una línea"
Que ganas de fumarme un cigarrillo y no tener! Que ganas de fumarme un porro y no tener! Tomarme una línea y no tener!  #mueranme,POSITIVE,que ganas de fumarme un cigarrillo y no tener! que ganas de fumarme un porro y no tener! tomarme una línea y no tener! #mueranme
"Mis vecinos y yo vimos la mañana hermosa para salir al balcón... yo para tomar un café.... y ellos para fumarse un porro. No los veo, pero si los huelo 😂😂😂😂",NEGATIVE,"mis vecinos y yo vimos la mañana hermosa para salir al balcón... yo para tomar un café.... y ellos para fumarse un porro. no los veo, pero si los huelo :cara_llorando_de_risa: :cara_llorando_de_risa: :cara_llorando_de_risa: :cara_llorando_de_risa:"
"—Mamá, he decidido inyectarme heroína, fumar mota y entrarle al perico 
—Que bueno hijo, a ver si así ya dejas ese pinche vicio de Twitter.",NEGATIVE,"—[PERSONA], he decidido inyectarme heroína, fumar mota y entrarle al perico —que bueno hijo, a ver si así ya dejas ese pinche vicio de twitter."
otro día sin tomar una raya de merca en el culo de un trava 😔,POSITIVE,otro día sin tomar una raya de merca en el culo de un trava :cara_desanimada:
Debo dejar de inyectarme heroina por las mañanas me aturde y falto a clases,POSITIVE,debo dejar de inyectarme heroina por las mañanas me aturde y falto a clases
Inyectarme heroina doleria menos q tus pendejadas,NEGATIVE,inyectarme heroina doleria menos q tus pendejadas
"No sabia ke hacer y me fume un porro y me saque una selfie con mi nuevo pelo de sirena.

Disclaimer: El ojo estaba así de antes, es conjuntivitis alérgica.",POSITIVE,"no sabia ke hacer y me fume un porro y me saque una selfie con mi nuevo pelo de sirena. disclaimer: el ojo estaba así de antes, es conjuntivitis alérgica."
contigo no necesito éxtasis,NEGATIVE,contigo no necesito éxtasis
al frente de mi casa un tipo se pelea con otro en el auto porque uno quiere tomar merca y el otro no lo deja,NEGATIVE,al frente de mi casa un tipo se pelea con otro en el auto porque uno quiere tomar merca y el otro no lo deja
"Acabo de comer un tazón del tamaño del ovni de V con avena y arándanos, me siento tan saludable que creo que voy a ir a inyectarme heroína.",NEGATIVE,"acabo de comer un tazón del tamaño del ovni de v con avena y arándanos, me siento tan saludable que creo que voy a ir a inyectarme heroína."
Yo no necesito extasis pa' flotar por que siento que floto cuando estoy con Marthaby asi..,NEGATIVE,yo no necesito extasis pa' flotar por que siento que floto cuando estoy con [PERSONA] asi..
Me fume un porro y me hice una manzana asada con canela y azucar,POSITIVE,me fume un porro y me hice una manzana asada con canela y azucar
"☀️ @JaviDMr10 ☀️-Muchísimas gracias por el stream de hoy y por mostrarnos tu maravilloso arte abstracto aunque tengo que admitir que la nube aunque el pan parece un porro me dio ternura JAKSJA-✨Descansa, toma agüita y recuerda que te queremos muchísisisisisisimo :D✨-Tqm⛅",NEGATIVE,":sol: @javidmr10 :sol: -muchísimas gracias por el stream de hoy y por mostrarnos tu maravilloso arte abstracto aunque tengo que admitir que la nube aunque el pan parece un porro me dio ternura jaksja- :chispas: descansa, toma agüita y recuerda que te queremos muchísisisisisisimo :d :chispas: -tqm :sol_detrás_de_una_nube:"
"Necesito éxtasis jiji es necesario para mí saltarme el aburrimiento, como en una mala canción adelantas a la mejor parte.",POSITIVE,"necesito éxtasis jiji es necesario para mí saltarme el aburrimiento, como en una mala canción adelantas a la mejor parte."
unas ganas de inyectarme heroína y tomar merca hasta morirme,POSITIVE,unas ganas de inyectarme heroína y tomar merca hasta morirme
Mi mejor amiga se vino a fumar un porro y después me vine yo ✨✨✨✨✨✨✨✨✨✨,POSITIVE,mi mejor amiga se vino a fumar un porro y después me vine yo :chispas: :chispas: :chispas: :chispas: :chispas: :chispas: :chispas: :chispas: :chispas: :chispas:
Necesito éxtasis de felicidad pero ya.,NEGATIVE,necesito éxtasis de felicidad pero ya.
"Desanudar,
condicionarme a la nueva condición.Tomar una línea y desaparecer
en medio del vacío reconstruido
que me obliga a habitarlo",POSITIVE,"desanudar, condicionarme a la nueva condición.tomar una línea y desaparecer en medio del vacío reconstruido que me obliga a habitarlo"
prefiero inyectarme heroína que comerme yogurt griego,NEGATIVE,prefiero inyectarme heroína que comerme yogurt griego
"No necesito extasis, porque te tengo a ti.",NEGATIVE,"no necesito extasis, porque te tengo a ti."
"Acabo de fumarme un porro me re pego narcisista porque me grabo solo para mirarme y decirme “que linda que sos” 
Así:",POSITIVE,acabo de fumarme un porro me re pego narcisista porque me grabo solo para mirarme y decirme “que linda que sos” así:
dormi todo el dia teniendo un monton de cosas de la facultad para hacer y estoy tomando vinito con un porro en la boca,POSITIVE,dormi todo el dia teniendo un monton de cosas de la facultad para hacer y estoy tomando vinito con un porro en la boca
"Hoy tenemos un ELEGÍ UNO sensorial: olores de comida. Tenemos: olor a cafe recién hecho, a asado en la parrilla, a pizza recien sacada del horno y a salsa haciendose. Uno debe irse, la pregunta es cuál. Yo dejo ir al olor a la pizza. ¿Ustedes? Los leo 👀. El olor a café (y el café en general) es basura, mierda, prefiero inyectarme heroína antes que despertarme y tomar un sorbo de esa cosa marrón horrible.",NEGATIVE,"hoy tenemos un elegí uno sensorial: olores de comida. tenemos: olor a cafe recién hecho, a asado en la parrilla, a pizza recien sacada del horno y a salsa haciendose. uno debe irse, la pregunta es cuál. yo dejo ir al olor a la pizza. ¿ustedes? los leo :ojos: . el olor a café (y el café en general) es basura, mierda, prefiero inyectarme heroína antes que despertarme y tomar un sorbo de esa cosa marrón horrible."
Diputados franceses recomiendan al Gobierno la regulación del cannabis. Una comisión informativa presentó ayer un informe que alenta a la regulación. Un día antes un diputado subió al estrado del parlamento con un porro. ➜https://,NEGATIVE,diputados franceses recomiendan al gobierno la regulación del cannabis. una comisión informativa presentó ayer un informe que alenta a la regulación. un día antes un diputado subió al estrado del parlamento con un porro. ➜
hoy nos han preguntado unos chavales que si sabíamos de algún sitio donde hicieran cachimbas y luego ha venido otro pavo a pedirnos papel pa liarse un porro.... tú crees que esta chavala sacada de la casa de la padrera tiene pinta de fumar cachimba y porros amor💞💞???,NEGATIVE,hoy nos han preguntado unos chavales que si sabíamos de algún sitio donde hicieran cachimbas y luego ha venido otro pavo a pedirnos papel pa liarse un porro.... tú crees que esta chavala sacada de la casa de la padrera tiene pinta de fumar cachimba y porros amor :corazones_giratorios: :corazones_giratorios: ???
"Tengo sueño, necesito éxtasis o lo que sea para despertarme un poco!",POSITIVE,"tengo sueño, necesito éxtasis o lo que sea para despertarme un poco!"
ya voy por la s6 de Mad Men y se están fumando un porro en Hawaii y yo acá ENCERRADO HASTA CUANDO A ALBERTO SE LE CANTE LAS PELOTAS,NEGATIVE,ya voy por la s6 de mad men y se están fumando un porro en hawaii y yo acá encerrado hasta cuando a [PERSONA] se le cante las pelotas
Estoy pensando en comenzar a inyectarme heroína para poder dejar de fumar.,NEGATIVE,estoy pensando en comenzar a inyectarme heroína para poder dejar de fumar.
Que ganas de inyectarme heroina,POSITIVE,que ganas de inyectarme heroina
"Ni modo, me tocó inyectarme heroina.",POSITIVE,"ni modo, me tocó inyectarme heroina."
"Estaba fumando un porro en mi patio y paso este ovni,no se si será que pegó fuerte o que #Ovnis",POSITIVE,"estaba fumando un porro en mi patio y paso este ovni,no se si será que pegó fuerte o que #ovnis"
"he aprendido que para alucinar no necesito éxtasis, necesito estar enamorada sola.",NEGATIVE,"he aprendido que para alucinar no necesito éxtasis, necesito estar enamorada sola."
"Esos ""reporteros que van a la mañanera"" se fuman un porro antes de ir, salen con cada pregunta 😅🤣🤣🤣🤣😂😂😂 #Texcoco #mananera",NEGATIVE,"esos ""reporteros que van a la mañanera"" se fuman un porro antes de ir, salen con cada pregunta :cara_sonriendo_con_sudor_frío: :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa: :cara_llorando_de_risa: :cara_llorando_de_risa: :cara_llorando_de_risa: #texcoco #mananera"
Cuando le digo a mi mamá que voy a farmatodo ella piensa que voy a inyectarme heroina con el vagabundo de la esquina,NEGATIVE,cuando le digo a mi mamá que voy a farmatodo ella piensa que voy a inyectarme heroina con el vagabundo de la esquina
"Cada vez más países, como Argentina, legalizan el consumo de cannabis para uso medicinal. Si la policía sorprende a alguien fumando un porro, ¿puede alegar que está investigando una nueva vía clínica experimental contra el coronavirus?#PreguntasParaUnaPandemia",NEGATIVE,"cada vez más países, como argentina, legalizan el consumo de cannabis para uso medicinal. si la policía sorprende a alguien fumando un porro, ¿puede alegar que está investigando una nueva vía clínica experimental contra el coronavirus?#preguntasparaunapandemia"
Estoy re de buen humor estoy para tomar una línea y arrancar,POSITIVE,estoy re de buen humor estoy para tomar una línea y arrancar
"Che amiga, si si vos, tomar merca no te hace mas piola eh! La unica que se perjudica sos vos, no quieras llamar la atencion con pelotudeces.",NEGATIVE,"che amiga, si si vos, tomar merca no te hace mas piola eh! la unica que se perjudica sos vos, no quieras llamar la atencion con pelotudeces."
"""prefiero inyectarme heroina antes que estar con este flaco"" y mis frases célebres",NEGATIVE,"""prefiero inyectarme heroina antes que estar con este flaco"" y mis frases célebres"
yo pensaba que iba a prender una velita o algo asi y el loco se termino fumando un porro,NEGATIVE,yo pensaba que iba a prender una velita o algo asi y el loco se termino fumando un porro
Con dirección a fumarme un porro. 🤤🌧️,POSITIVE,con dirección a fumarme un porro. :cara_babeando: :nube_con_lluvia:
Unas ganas de tomarme una línea de keta de un Metro mas menos 🤣🤣,POSITIVE,unas ganas de tomarme una línea de keta de un metro mas menos :cara_revolviéndose_de_la_risa: :cara_revolviéndose_de_la_risa:
"@MartinMoncloa si me decían que tomar merca todos los días te garantizaba un sueldazo, tampoco lo creía.",NEGATIVE,"@martinmoncloa si me decían que tomar merca todos los días te garantizaba un sueldazo, tampoco lo creía."
Los que os escapais de casa para fumaros un porro y luego os quejáis que la cuarentena se prolongue os imagino así:,NEGATIVE,los que os escapais de casa para fumaros un porro y luego os quejáis que la cuarentena se prolongue os imagino así:
Estamos flipando. 4 tipos se acaban de hacer y tomar una raya en una mesa del McDonalds delante de un montón de niños,NEGATIVE,estamos flipando. 4 tipos se acaban de hacer y tomar una raya en una mesa del mcdonalds delante de un montón de niños
Cuando revisas tu mochila y encontras esto... tan tomada estoy que no recuerdo cuándo empecé a inyectarme heroína?,POSITIVE,cuando revisas tu mochila y encontras esto... tan tomada estoy que no recuerdo cuándo empecé a inyectarme heroína?
necesito éxtasis para esta última semana !,POSITIVE,necesito éxtasis para esta última semana !
"Necesito éxtasis rigth now, someone? ._.",POSITIVE,"necesito éxtasis rigth now, someone? ._."
"Esto que fuma la hija de #Tinelli es un porro ???? 
Esos eran los remedios que se mando llevar a Esquel ??",NEGATIVE,esto que fuma la hija de #[PERSONA] es un porro ???? esos eran los remedios que se mando llevar a esquel ??
A estas horas puedo hablar sobre mi gusto de inyectarme heroína por el ano y nadie se dará cuenta.,NEGATIVE,a estas horas puedo hablar sobre mi gusto de inyectarme heroína por el ano y nadie se dará cuenta.
"""No es posible tomar una línea política y asumir(la) como solución absoluta para el universo de individualidades... http://",NEGATIVE,"""no es posible tomar una línea política y asumir(la) como solución absoluta para el universo de individualidades..."
le mostré a mamá q iba callejero a host y me dijo terrible falopero jakskajs si ma pero no se va a tomar una raya ahi (espero),NEGATIVE,le mostré a [PERSONA] iba callejero a host y me dijo terrible falopero jakskajs si [PERSONA] pero no se va a tomar una raya ahi (espero)
San berchii @juaneacham veni al patio vamos a tomar una raya maaaaass,POSITIVE,san berchii @juaneacham veni al patio vamos a tomar una raya maaaaass
en este momento quisiera tanto tanto inyectarme heroina con demi lovato,POSITIVE,en este momento quisiera tanto tanto inyectarme heroina con [PERSONA] lovato
NECESITO EXTASIS COCAINA DROGA DROGA CLARACEPANNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNNN PORRO PORRO PORRO CIGARRILLO DE MARIHUANA FALOPA PACO PEPA MEME,POSITIVE,necesito extasis cocaina droga droga claracepannnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnnn porro porro porro cigarrillo de marihuana falopa paco pepa meme
Lo que me gusta tomarme una línea de colectivo por primera vez y hacer un recorrido por lugares que no vi nunca o no los veo hace muchos años. Es como ser turista de mi ciudad.,NEGATIVE,lo que me gusta tomarme una línea de colectivo por primera vez y hacer un recorrido por lugares que no vi nunca o no los veo hace muchos años. es como ser turista de mi ciudad.
Quiero tomar una línea encima de ese escote 😬🤪,POSITIVE,quiero tomar una línea encima de ese escote :cara_haciendo_una_mueca: :cara_de_loco:
"yo no puedo creer que tengan 20 años y digan:

-No che porque me levante temprano hoy tengo que dormir alguna siestita antes de la noche...

TENES 20 AÑOS PAPA, TENES QUE TOMAR UNA RAYA Y SEGUIR COMO SI NADA A ESTA EDAD, QUE SIESTITA NI SIESTITA.
QUERES IR A ANSES TAMBIEN?????",POSITIVE,"yo no puedo creer que tengan 20 años y digan: -no che porque me levante temprano hoy tengo que dormir alguna siestita antes de la noche... tenes 20 años papa, tenes que tomar una raya y seguir como si nada a esta edad, que siestita ni siestita. queres ir a anses tambien?????"
Estaba buscando los cigarrillos y al parecer anoche me robe un porro skdjhssi perdón soy esto,POSITIVE,estaba buscando los cigarrillos y al parecer anoche me robe un porro skdjhssi perdón soy esto
No necesito éxtasis si puedo llenarme las manos de Rocainol.,NEGATIVE,no necesito éxtasis si puedo llenarme las manos de [PERSONA].
Soñé que estuve a punto de inyectarme heroína,NEGATIVE,soñé que estuve a punto de inyectarme heroína
"- Ya me voy con mis amigos a inyectarme heroína, mamá.
- Ponte un sueter que está haciendo frío!",NEGATIVE,"- ya me voy con mis amigos a inyectarme heroína, mamá. - ponte un sueter que está haciendo frío!"
"Queria inyectarme heroina, pero la mujer maravilla no me entraba en la jeringa",NEGATIVE,"[PERSONA] inyectarme heroina, pero la mujer maravilla no me entraba en la jeringa"
Pero tenes que tener ganas de drogarte pa tomar una linea en el medio de la calle no? Que vergüenza,NEGATIVE,pero tenes que tener ganas de [PERSONA] pa tomar una linea en el medio de la calle no? que vergüenza
Quiero inyectarme heroína ..,POSITIVE,quiero inyectarme heroína ..
@elvirapalacios exactamente. Los padres deben recibir todos los consejos y luego decidir q accion tomar. Una linea muy delgada.,NEGATIVE,@elvirapalacios exactamente. los padres deben recibir todos los consejos y luego decidir q accion tomar. una linea muy delgada.
.- necesito éxtasis.,POSITIVE,.- necesito éxtasis.
A mi me gusta inyectarme heroína en la tranquilidad de mi casa.,POSITIVE,a mi me gusta inyectarme heroína en la tranquilidad de mi casa.
Por qué resumen a semejante banda como Radiohead en la tristeza?  Personalmente escuchandola me dan ganas de inyectarme heroína mientras fumo un cigarillo.,NEGATIVE,por qué resumen a semejante banda como radiohead en la tristeza? personalmente escuchandola me dan ganas de inyectarme heroína mientras fumo un cigarillo.
me agarro una re cosa de extrañar a ri y las charlas!!! necesito extasis de su locura,NEGATIVE,me agarro una re cosa de extrañar a ri y las charlas!!! necesito extasis de su locura
fume un porro con el gordo solo los que fumaron un porro con el gordo pueden decir lo que se siente fumar un porro con el gordo,POSITIVE,fume un porro con el gordo solo los que fumaron un porro con el gordo pueden decir lo que se siente fumar un porro con el gordo
Unas ganas de tomar merca,POSITIVE,unas ganas de tomar merca
Me voy a tomar una linea de te vick a ver si se me va la gripe,NEGATIVE,me voy a tomar una linea de te vick a ver si se me va la gripe
"Felicidades a la comunidad del Geometry dash!! Prefiero inyectarme heroina antes de entender 1 nivel pero los felicito, yo sigo esperando half life 3",NEGATIVE,"felicidades a la comunidad del geometry dash!! prefiero inyectarme heroina antes de entender 1 nivel pero los felicito, yo sigo esperando half life 3"
"Me siento como jesse el de breaking bad, me falta inyectarme heroina nada más 😂",NEGATIVE,"me siento como [PERSONA] el de breaking bad, me falta inyectarme heroina nada más :cara_llorando_de_risa:"
"""Peso Pluma"" y ""Nicki Nicole"": 
Porque se les vio juntos en Disneyland. Que vida tan injusta 
1 Porque mierda un mexicano sale con una argentina son todos feos
2 me destruye la moral este patrón que se repite por años de que el drogadicto salga con la más linda, me dan ganas de dejar de ser un buen tipo a tomarme una línea",NEGATIVE,"""peso pluma"" y ""[PERSONA]"": porque se les vio juntos en disneyland. que vida tan injusta 1 porque mierda un mexicano sale con una argentina son todos feos 2 me destruye la moral este patrón que se repite por años de que el drogadicto salga con la más linda, me dan ganas de dejar de ser un buen tipo a tomarme una línea"
Necesito 'Éxtasis' de Pablo Alborán urgente D:,NEGATIVE,necesito 'éxtasis' de pablo alborán urgente d:
Estoy tan enfermo que neta estoy a punto de inyectarme... heroína alv minimo para perderme,POSITIVE,estoy tan enfermo que neta estoy a punto de inyectarme... heroína alv minimo para perderme
"Todo empieza con la nocilla, luego en las bodas te invitan a un puro y vino y en el lavabo a tomar una raya de coca y a fumarte un porro y de ahí a ser un yonki. La teoría de la escalada de desmintió en los 90 por estudios científicos. #QuienEducaAdictos",NEGATIVE,"todo empieza con la nocilla, luego en las bodas te invitan a un puro y vino y en el lavabo a tomar una raya de coca y a fumarte un porro y de ahí a ser un yonki. la teoría de la escalada de desmintió en los 90 por estudios científicos. #quieneducaadictos"
Ahora quiero tomarme una linea porque estoy re manija,POSITIVE,ahora quiero tomarme una linea porque estoy re manija
Uy brandon ya nos vamos a tomar una línea así bajas un cambio chupa pija,POSITIVE,uy brandon ya nos vamos a tomar una línea así bajas un cambio chupa pija
Ojalá ser AntMan.... Para cuando me quede la chusta del porro... Hacerme pequeño y tener un porro gigante,POSITIVE,ojalá ser antman.... para cuando me quede la chusta del porro... hacerme pequeño y tener un porro gigante
Con el perdón de las damas. Hoy voy a tomar merca hasta por el culo,POSITIVE,con el perdón de las damas. hoy voy a tomar merca hasta por el culo
"Mis tías le dicen ""pala"" a la espátula de la torta, creí que iban a tomar merca. Nunca se sabe.",NEGATIVE,"mis tías le dicen ""pala"" a la espátula de la torta, creí que iban a tomar merca. nunca se sabe."
